OBJECTID,YEAR_PM25_train_pnt,X,Y,ymean_2018_AOD47,ymean_2018_nNDVI,ymean_2018_TMP,ymean_2018_SPFH,ymean_2018_WIND,ymean_2018_HGT,ymean_2018_PM25
759,759,-95.038949824582517,42.066420414159552,0.2322696,0.4201087,8.6670399,0.0070802,3.6639264,412.0462341,8.7530060
760,760,-94.415743596224615,42.066420414159552,0.2317106,0.4185391,9.2597609,0.0073712,3.5499926,323.7148438,8.8097906
761,761,-93.792537367866601,42.066420414159552,0.2393219,0.4185391,9.3238726,0.0073526,3.3076618,309.1815796,8.8352709
762,762,-93.169331139508699,42.066420414159552,0.2427278,0.4172044,9.2675104,0.0074102,3.4222400,296.2822876,8.8099766
763,763,-92.546124911150798,42.066420414159552,0.2257737,0.4353652,8.8620949,0.0071962,2.9977629,275.0930786,8.9563637
764,764,-91.922918682792897,42.066420414159552,0.2312960,0.4429957,9.4869823,0.0072439,2.9996634,256.2738953,8.9500475
765,765,-91.299712454434939,42.066420414159552,0.2248829,0.4439435,9.0164146,0.0071702,2.8993640,284.2547607,9.0195560
766,766,-90.676506226077038,42.066420414159552,0.2333079,0.4661956,9.3364706,0.0071766,2.9051080,250.3599854,9.2462845
767,767,-90.053299997719137,42.066420414159552,0.2256007,0.4662348,9.1186905,0.0071126,2.6505573,244.7584076,9.4905338
768,768,-89.430093769361235,42.066420414159552,0.2130821,0.4575739,8.9884481,0.0070651,2.9899340,259.8139343,10.2835159
769,769,-88.806887541003334,42.066420414159552,0.2363800,0.4575739,9.0691376,0.0072327,3.1545265,259.3260498,10.6147442
770,770,-88.183681312645433,42.066420414159552,0.2323189,0.4724826,9.3746948,0.0070753,2.7741098,248.3419800,11.5015211
771,771,-86.314062627571673,42.066420414159552,0.2337639,0.4281696,9.9757156,0.0071213,3.0109687,214.0046692,10.8143129
772,772,-85.690856399213772,42.066420414159552,0.2435520,0.4968130,9.7366190,0.0071199,2.5765896,264.5585327,10.1189156
773,773,-85.067650170855757,42.066420414159552,0.2458120,0.4959217,9.5578480,0.0069837,2.8228252,304.5102234,9.8651590
