OBJECTID,YEAR_PM25_sample_pnt,X,Y,ymean_2020_AOD47,ymean_2020_nNDVI,ymean_2020_TMP,ymean_2020_SPFH,ymean_2020_WIND,ymean_2020_HGT,ymean_2020_PM25
585,585,-106.879868163382980,43.312832870875354,0.2455600,0.1829609,7.5114675,0.0038172,5.2674108,1752.2109375,6.2352576
586,586,-106.256661935025022,43.312832870875354,0.2475409,0.1982783,7.6259522,0.0040677,5.0831475,1647.6523438,6.4427447
587,587,-105.633455706667121,43.312832870875354,0.2470681,0.2183913,8.7629385,0.0043486,4.7771068,1511.0937500,6.5265298
588,588,-105.010249478309220,43.312832870875354,0.2219202,0.2294783,8.9828749,0.0044101,4.3571091,1388.8164062,6.5726771
589,589,-104.387043249951148,43.312832870875354,0.2373376,0.2464217,9.1895113,0.0044112,3.7828410,1247.7617188,6.6202383
590,590,-103.763837021593247,43.312832870875354,0.2358636,0.2464217,9.6015224,0.0049647,2.9632175,1167.5078125,6.8150787
591,591,-103.140630793235459,43.312832870875354,0.2773165,0.3307956,9.5795355,0.0052238,2.8690333,966.1210938,7.2606163
592,592,-102.517424564877444,43.312832870875354,0.2280529,0.2951087,9.7772684,0.0053220,3.6273961,891.1875000,7.3181896
593,593,-101.894218336519543,43.312832870875354,0.2279762,0.3222609,9.6952953,0.0057466,4.3477836,861.3789062,7.1887097
594,594,-101.271012108161642,43.312832870875354,0.2200050,0.3611087,9.5462637,0.0058907,4.7746310,793.5312500,7.1111717
595,595,-100.647805879803741,43.312832870875354,0.2391523,0.3805217,9.4513197,0.0058681,5.7880464,840.5234375,7.0788546
596,596,-100.024599651445840,43.312832870875354,0.2458167,0.3901304,9.5032473,0.0060195,5.8200135,745.9296875,7.1056132
597,597,-99.401393423087939,43.312832870875354,0.2330345,0.3901304,9.5113792,0.0063866,4.8502069,628.0351562,7.1259990
598,598,-98.778187194730037,43.312832870875354,0.2568367,0.3904826,9.9487448,0.0067192,4.4294100,495.0546875,7.1543665
599,599,-98.154980966372079,43.312832870875354,0.2523043,0.3906826,9.5722342,0.0067864,4.2490020,464.8867188,7.2297354
600,600,-97.531774738014178,43.312832870875354,0.2395346,0.3742522,9.3700914,0.0066598,4.8601356,431.2773438,7.3304148
601,601,-96.908568509656277,43.312832870875354,0.2514321,0.3710696,9.3395748,0.0066957,4.1482863,401.4609375,7.3916645
602,602,-96.285362281298376,43.312832870875354,0.2631365,0.3594348,8.9509411,0.0066607,3.7912917,416.4296875,7.3097858
603,603,-95.662156052940418,43.312832870875354,0.2516921,0.3594348,8.2958307,0.0065568,4.5177307,445.0859375,7.3514986
604,604,-95.038949824582517,43.312832870875354,0.2529811,0.3474870,8.3568411,0.0064695,4.6398659,421.7734375,7.4608727
605,605,-94.415743596224615,43.312832870875354,0.2531523,0.3574044,8.5506592,0.0065877,4.7725239,377.5507812,7.8409834
606,606,-93.792537367866601,43.312832870875354,0.2679318,0.3744304,8.3103065,0.0065782,4.1969438,375.6406250,8.0569105
607,607,-93.169331139508699,43.312832870875354,0.2635380,0.3775565,8.4581633,0.0064872,3.9734740,353.2304688,7.9479189
608,608,-92.546124911150798,43.312832870875354,0.2728925,0.3781565,8.3417463,0.0065723,3.9278388,348.7617188,7.8385258
609,609,-91.922918682792897,43.312832870875354,0.2642934,0.4372261,8.1953325,0.0066232,3.0103216,342.4843750,7.8661861
610,610,-91.299712454434939,43.312832870875354,0.2113404,0.4372261,8.8119001,0.0065728,2.4470820,297.3203125,7.8572640
611,611,-90.676506226077038,43.312832870875354,0.1879551,0.4906391,9.1963491,0.0064144,2.7279785,286.4804688,8.0386057
612,612,-90.053299997719137,43.312832870875354,0.1938702,0.5060869,9.0316668,0.0064354,2.9335897,282.4492188,8.4030027
613,613,-89.430093769361235,43.312832870875354,0.2331184,0.4587174,9.1096735,0.0065278,3.2349429,287.3359375,8.7524090
614,614,-88.806887541003334,43.312832870875354,0.2310156,0.4438957,8.4261227,0.0064273,3.1388409,273.0039062,8.7203989
615,615,-88.183681312645433,43.312832870875354,0.2262066,0.4198522,8.4815302,0.0063544,3.4002147,307.8632812,8.9352503
616,616,-86.314062627571673,43.312832870875354,0.2188090,0.4143391,9.3449860,0.0066746,4.8817511,188.0351562,9.1954679
617,617,-85.690856399213772,43.312832870875354,0.2262164,0.5166000,9.1370020,0.0064540,3.2358363,272.9492188,8.5358114
618,618,-85.067650170855757,43.312832870875354,0.2437346,0.4743174,9.3967886,0.0062912,3.4405367,267.0351562,8.2531500
619,619,-84.444443942497799,43.312832870875354,0.2417919,0.4438348,9.7230778,0.0063300,3.4474084,218.5781250,8.6869259
620,620,-83.821237714139897,43.312832870875354,0.2472276,0.4537609,9.8308086,0.0063095,3.3220398,226.7695312,9.0256281
621,621,-83.198031485781996,43.312832870875354,0.2336497,0.4537609,9.4750538,0.0064737,3.0197921,252.1445312,8.7764969
622,622,-82.574825257424095,43.312832870875354,0.2383304,0.4304826,9.4440117,0.0066428,3.7386434,218.6875000,9.2925577
623,623,-78.835587887276631,43.312832870875354,0.2178763,0.4258783,10.2455902,0.0067507,4.1395473,127.1601562,11.3425961
624,624,-78.212381658918730,43.312832870875354,0.2295167,0.4936087,10.0977097,0.0067345,3.4863844,175.5703125,10.6903343
625,625,-76.342762973844970,43.312832870875354,0.2480912,0.5062870,9.9966898,0.0066148,3.1292238,121.5703125,9.9301834
626,626,-75.719556745487068,43.312832870875354,0.2453199,0.5564609,9.3140974,0.0065324,2.4438901,162.6562500,8.4804602
627,627,-75.096350517129167,43.312832870875354,0.2488039,0.5815392,8.0476561,0.0062551,2.6309371,349.9921875,7.7370577
628,628,-74.473144288771152,43.312832870875354,0.2346983,0.5815392,7.6325336,0.0062516,2.7163141,432.7929688,7.4840093
629,629,-73.849938060413251,43.312832870875354,0.2190000,0.5959609,7.5326462,0.0060322,2.6469693,447.8632812,8.1148891
630,630,-73.226731832055350,43.312832870875354,0.2159130,0.6051739,7.7212911,0.0062289,2.2167728,453.2656250,8.1955462
631,631,-72.603525603697449,43.312832870875354,0.2202013,0.6239000,8.1914692,0.0062140,1.6495999,356.0976562,8.3292637
632,632,-71.980319375339548,43.312832870875354,0.2111694,0.6345087,8.3913708,0.0062700,1.7502549,383.8828125,8.8028212
633,633,-71.357113146981590,43.312832870875354,0.1983844,0.6135739,8.8839674,0.0062223,2.4202776,196.1367188,8.3882608
634,634,-70.733906918623688,43.312832870875354,0.1903304,0.6135739,9.4261284,0.0063098,2.8564093,56.7773438,8.7739201
635,635,-124.329642557404668,42.689626642517510,0.1952527,0.7840261,11.3565702,0.0070688,5.1507459,96.1640625,18.8078423
636,636,-123.706436329046596,42.689626642517510,0.2329851,0.7453696,11.0330496,0.0059547,2.2478616,665.5820312,24.0842743
637,637,-123.083230100688809,42.689626642517510,0.2484063,0.7453696,11.0826759,0.0061173,2.1915426,736.0507812,35.3633156
638,638,-122.460023872330908,42.689626642517510,0.2392443,0.6940696,11.0545397,0.0055926,1.8571668,899.0937500,27.6327686
639,639,-121.836817643972893,42.689626642517510,0.2199035,0.5617348,7.3225951,0.0042187,2.4584167,1473.7656250,16.9582176
640,640,-121.213611415614992,42.689626642517510,0.2228030,0.4438739,7.3427572,0.0041272,3.1876128,1644.7382812,16.8778172
641,641,-120.590405187257090,42.689626642517510,0.2523201,0.2763304,8.5744638,0.0041656,3.3763423,1570.2812500,21.4521523
642,642,-119.967198958899189,42.689626642517510,0.2203574,0.1714609,8.3882980,0.0040409,3.3668649,1564.6289062,18.5838757
643,643,-119.343992730541288,42.689626642517510,0.2399444,0.2008696,9.0766716,0.0037244,2.9771495,1445.9804688,13.9190340
644,644,-118.720786502183387,42.689626642517510,0.2703365,0.2008696,7.9076920,0.0037676,3.3938677,1768.2109375,11.8319998
645,645,-118.097580273825429,42.689626642517510,0.2197598,0.2050652,9.8013248,0.0038290,3.7316916,1511.6796875,11.0692434
646,646,-117.474374045467528,42.689626642517510,0.2382240,0.2055913,9.5525875,0.0039397,3.6113031,1444.8046875,10.6601496
647,647,-116.851167817109626,42.689626642517510,0.2359223,0.2432696,7.9214430,0.0040211,3.7776124,1723.1093750,10.2196999
648,648,-116.227961588751725,42.689626642517510,0.2331477,0.2248043,8.5081406,0.0042227,4.2634225,1649.1757812,10.0742760
649,649,-115.604755360393824,42.689626642517510,0.2516155,0.2695261,11.9035244,0.0046158,4.1127930,978.7890625,10.3004160
650,650,-114.981549132035866,42.689626642517510,0.2405461,0.3270565,10.9218674,0.0047165,3.9930258,1000.1523438,11.6321383
651,651,-114.358342903677965,42.689626642517510,0.2439381,0.3270565,10.4321241,0.0046895,3.8843927,1206.1835938,11.7767601
652,652,-113.735136675320064,42.689626642517510,0.2678574,0.2967913,9.7183676,0.0046563,4.0164385,1286.1640625,10.7785387
653,653,-113.111930446962049,42.689626642517510,0.2490573,0.2487435,9.0280905,0.0045631,4.2461600,1421.9570312,9.4410858
654,654,-112.488724218604148,42.689626642517510,0.2496030,0.2880043,8.0910683,0.0043251,3.9706550,1650.8164062,9.4576092
655,655,-111.865517990246246,42.689626642517510,0.2524458,0.3245087,6.2640886,0.0041838,3.0878992,1796.3203125,11.2283039
656,656,-111.242311761888288,42.689626642517510,0.2143854,0.3014956,3.8045113,0.0038658,2.7411306,2244.1054688,9.4277201
657,657,-110.619105533530387,42.689626642517510,0.2181569,0.2432435,1.7617650,0.0035305,4.4165149,2685.7539062,7.2283483
658,658,-109.995899305172486,42.689626642517510,0.2328593,0.2432435,2.6143341,0.0036336,3.2614973,2202.9101562,6.4862366
659,659,-109.372693076814585,42.689626642517510,0.2088542,0.2263217,0.5665779,0.0032388,5.6234388,2904.8515625,6.0165792
660,660,-108.749486848456684,42.689626642517510,0.2207859,0.2272130,6.0147328,0.0035182,4.0044212,2168.2070312,6.2434607
661,661,-108.126280620098782,42.689626642517510,0.2287450,0.1604783,7.4864421,0.0039199,4.1660066,1825.4726562,6.2797632
662,662,-107.503074391740881,42.689626642517510,0.2231841,0.1381696,6.2675056,0.0037117,5.7864347,2054.0351562,6.0526481
663,663,-106.879868163382980,42.689626642517510,0.2322899,0.1760174,7.3979154,0.0038110,5.3736534,1818.3789062,6.2383571
664,664,-106.256661935025022,42.689626642517510,0.2236586,0.2437696,6.2286921,0.0037924,4.5824976,2064.9492188,6.4850545
665,665,-105.633455706667121,42.689626642517510,0.2357003,0.2437696,8.7342882,0.0042728,5.0774965,1677.0234375,6.6042223
666,666,-105.010249478309220,42.689626642517510,0.2622080,0.2245044,8.7904081,0.0044002,3.9843800,1519.2500000,6.7146816
667,667,-104.387043249951148,42.689626642517510,0.2471595,0.2373870,8.2461977,0.0045621,4.5408940,1568.9257812,6.8601904
668,668,-103.763837021593247,42.689626642517510,0.2483038,0.2665870,8.0512838,0.0048347,4.4538388,1452.1445312,6.9656410
669,669,-103.140630793235459,42.689626642517510,0.2653008,0.2809348,9.5247545,0.0051465,4.3508840,1176.1992188,7.1007781
670,670,-102.517424564877444,42.689626642517510,0.2644223,0.2868304,8.9503431,0.0051809,4.3037891,1155.9882812,7.0732255
671,671,-101.894218336519543,42.689626642517510,0.2439725,0.3040957,9.3026323,0.0053793,4.2999816,1094.8710938,6.9875593
672,672,-101.271012108161642,42.689626642517510,0.2313333,0.3040957,9.9391832,0.0057123,4.6943073,932.9609375,6.9977093
673,673,-100.647805879803741,42.689626642517510,0.2404943,0.3249609,9.9562378,0.0059331,5.0835676,852.6679688,7.0210500
674,674,-100.024599651445840,42.689626642517510,0.2295681,0.3647261,9.8617382,0.0062089,5.2231150,780.5390625,7.0930338
675,675,-99.401393423087939,42.689626642517510,0.2486320,0.3967218,9.6004686,0.0063646,4.7310700,617.6015625,7.2023830
676,676,-98.778187194730037,42.689626642517510,0.2441279,0.3928478,9.8727322,0.0065329,4.6268401,546.7031250,7.3398752
677,677,-98.154980966372079,42.689626642517510,0.2411410,0.4105957,10.2392731,0.0067758,4.1675153,458.9296875,7.5784931
678,678,-97.531774738014178,42.689626642517510,0.2627010,0.3922913,9.6023388,0.0065840,5.0502934,498.6328125,7.6908965
679,679,-96.908568509656277,42.689626642517510,0.2223375,0.3922913,9.7331953,0.0065397,4.4335418,427.9843750,7.8044381
680,680,-96.285362281298376,42.689626642517510,0.2606452,0.3893696,9.8780107,0.0066919,4.0067010,363.6015625,7.7969804
681,681,-95.662156052940418,42.689626642517510,0.2563736,0.3798739,9.2015266,0.0068348,4.1079307,412.2031250,7.7502198
682,682,-95.038949824582517,42.689626642517510,0.2601514,0.3653000,9.2893820,0.0067997,4.5422716,388.1679688,7.7420807
683,683,-94.415743596224615,42.689626642517510,0.2668838,0.3631174,9.4329205,0.0068420,4.5211673,362.1289062,7.8392801
684,684,-93.792537367866601,42.689626642517510,0.2755140,0.3584304,9.2474794,0.0066482,4.6181145,353.3984375,7.9078469
685,685,-93.169331139508699,42.689626642517510,0.2837197,0.3703609,9.1164608,0.0065007,4.4735909,339.0117188,8.0161276
686,686,-92.546124911150798,42.689626642517510,0.2795447,0.3703609,9.3767338,0.0065976,4.1741624,295.3046875,8.0344963
687,687,-91.922918682792897,42.689626642517510,0.2730665,0.3749478,8.5434551,0.0066102,3.3287337,330.1210938,8.0572395
688,688,-91.299712454434939,42.689626642517510,0.2295796,0.4206696,9.1009035,0.0064391,2.7442002,282.7617188,8.0858126
689,689,-90.676506226077038,42.689626642517510,0.2191454,0.4535217,9.4455490,0.0064859,3.1915247,292.5468750,8.3267565
690,690,-90.053299997719137,42.689626642517510,0.2168988,0.4688478,9.2103462,0.0065734,3.2995675,304.0273438,8.6458035
691,691,-89.430093769361235,42.689626642517510,0.2290203,0.4519609,9.4628773,0.0066929,3.6760318,276.9296875,9.1482496
692,692,-88.806887541003334,42.689626642517510,0.2433446,0.4417478,9.3885412,0.0068131,3.2348013,265.9179688,9.1685848
693,693,-88.183681312645433,42.689626642517510,0.2283666,0.4417478,9.3603888,0.0067048,3.0390537,269.0898438,9.5861244
694,694,-85.690856399213772,42.689626642517510,0.2481981,0.4831609,10.0285921,0.0066878,3.2990284,248.0117188,9.1969709
695,695,-85.067650170855757,42.689626642517510,0.2488018,0.4790217,9.8310318,0.0064173,3.3974473,271.6406250,8.7969322
696,696,-84.444443942497799,42.689626642517510,0.2586399,0.4870913,9.7679167,0.0064310,3.1572084,275.3554688,9.2446823
697,697,-83.821237714139897,42.689626642517510,0.2473543,0.4870913,9.8559122,0.0066758,3.5877211,291.6562500,9.4255247
698,698,-83.198031485781996,42.689626642517510,0.2539445,0.4853087,9.6900845,0.0065437,3.3441377,282.0429688,9.3665209
699,699,-82.574825257424095,42.689626642517510,0.2369428,0.4744869,10.0649633,0.0065822,3.4070108,203.2539062,9.7774267
700,700,-78.835587887276631,42.689626642517510,0.2337733,0.4375000,9.8444624,0.0066725,2.6996789,333.2539062,10.7368450
701,701,-78.212381658918730,42.689626642517510,0.2466364,0.5148957,9.5289249,0.0067154,3.2113776,351.1132812,9.7195139
702,702,-77.589175430560829,42.689626642517510,0.2507931,0.5203739,9.5379763,0.0063386,3.4215636,374.3632812,9.5468464
703,703,-76.965969202202928,42.689626642517510,0.2548608,0.4748522,10.1492033,0.0065124,3.5635197,268.8828125,9.5342112
704,704,-76.342762973844970,42.689626642517510,0.2591984,0.5099956,9.5979042,0.0066691,3.4565260,314.5312500,9.0079927
705,705,-75.719556745487068,42.689626642517510,0.2600000,0.5507522,8.5115166,0.0064851,2.2041469,467.9140625,8.5582676
706,706,-75.096350517129167,42.689626642517510,0.2557479,0.5618609,8.3826075,0.0064783,2.8111966,435.3828125,8.2996321
707,707,-74.473144288771152,42.689626642517510,0.2468636,0.5618609,8.6793060,0.0065211,2.7150855,361.8359375,8.7133532
708,708,-73.849938060413251,42.689626642517510,0.2407363,0.5743608,10.0429106,0.0065774,2.2780364,167.1054688,9.1487675
709,709,-73.226731832055350,42.689626642517510,0.2160214,0.6027870,8.1854811,0.0062149,2.6708779,470.6562500,8.6110764
710,710,-72.603525603697449,42.689626642517510,0.2023600,0.6422130,9.1691399,0.0063715,1.6721559,309.4687500,9.1165752
711,711,-71.980319375339548,42.689626642517510,0.1973883,0.6521565,9.6264658,0.0064153,2.2533703,211.7929688,10.0346699
712,712,-71.357113146981590,42.689626642517510,0.1905171,0.6086087,10.5529890,0.0065640,2.2389793,64.6367188,9.8970327
713,713,-123.706436329046596,42.066420414159552,0.2907274,0.6433087,11.6135626,0.0062383,2.2885749,726.4960938,23.1381645
714,714,-123.083230100688809,42.066420414159552,0.2273933,0.6485609,10.6626291,0.0054106,2.3705308,1022.1914062,26.2757931
715,715,-122.460023872330908,42.066420414159552,0.2190247,0.5386304,9.5595322,0.0051674,2.5538933,1259.5390625,23.4357986
716,716,-121.836817643972893,42.066420414159552,0.2739572,0.5386304,9.3007479,0.0047171,2.8458624,1329.0078125,16.9012184
717,717,-121.213611415614992,42.066420414159552,0.2286792,0.4306565,8.9089804,0.0042080,2.0667717,1549.7617188,17.2827721
718,718,-120.590405187257090,42.066420414159552,0.2487391,0.3711739,7.8089614,0.0041879,2.7098608,1602.1992188,23.3832550
719,719,-119.967198958899189,42.066420414159552,0.2043671,0.3413783,8.1187649,0.0038720,3.4785702,1763.9375000,17.0380707
720,720,-119.343992730541288,42.066420414159552,0.2212462,0.2003174,8.1123381,0.0034949,4.7258096,1818.8046875,11.9416723
721,721,-118.720786502183387,42.066420414159552,0.2560861,0.1749217,10.0722370,0.0036742,3.9451559,1537.6328125,11.1915817
722,722,-118.097580273825429,42.066420414159552,0.2589979,0.1762696,8.4667501,0.0035600,4.3877029,1832.1328125,11.1538363
723,723,-117.474374045467528,42.066420414159552,0.2389270,0.1762696,9.1003666,0.0037130,4.0794983,1656.9531250,10.8060732
724,724,-116.851167817109626,42.066420414159552,0.2369794,0.1725348,9.1604700,0.0037976,3.6106870,1596.1484375,10.1078196
725,725,-116.227961588751725,42.066420414159552,0.2591752,0.1925348,8.3835888,0.0038956,3.8466353,1742.3476562,9.2219458
726,726,-115.604755360393824,42.066420414159552,0.2434337,0.1996739,8.2734442,0.0038563,4.1645250,1815.1523438,8.9522610
727,727,-114.981549132035866,42.066420414159552,0.2390966,0.2118826,8.6221771,0.0040698,4.6579809,1710.6328125,9.5664263
728,728,-114.358342903677965,42.066420414159552,0.2343690,0.2488652,8.1380911,0.0041011,4.1953397,1807.5976562,12.5077801
729,729,-113.735136675320064,42.066420414159552,0.2360519,0.2881522,7.4561191,0.0039098,4.0839987,1912.8671875,12.4312725
730,730,-113.111930446962049,42.066420414159552,0.2214936,0.2638218,8.7172146,0.0041142,3.4443762,1535.7773438,9.0627470
731,731,-112.488724218604148,42.066420414159552,0.2448198,0.2638218,8.6147270,0.0041457,2.7028916,1601.5390625,8.7792788
732,732,-111.865517990246246,42.066420414159552,0.2150949,0.2960348,7.9238400,0.0045535,2.5293250,1613.6132812,9.9747744
733,733,-111.242311761888288,42.066420414159552,0.2095602,0.3018609,4.1397457,0.0039638,2.6436551,2088.5507812,8.4612770
734,734,-110.619105533530387,42.066420414159552,0.2031677,0.2647522,3.2606792,0.0035424,4.1476665,2486.0585938,6.8843932
735,735,-109.995899305172486,42.066420414159552,0.2006732,0.1823217,5.1235294,0.0034765,3.3952048,2001.4218750,6.6001606
736,736,-109.372693076814585,42.066420414159552,0.2079974,0.1319783,5.0018187,0.0034534,3.3690481,2008.4062500,6.0278916
737,737,-108.749486848456684,42.066420414159552,0.2306419,0.1241087,5.2713971,0.0037055,4.0937095,2098.8828125,5.8799496
738,738,-108.126280620098782,42.066420414159552,0.2376884,0.1241087,4.8285899,0.0039095,4.0617056,2045.7773438,5.9689379
739,739,-107.503074391740881,42.066420414159552,0.2233459,0.1271000,4.7348113,0.0038293,4.4495993,2107.5195312,6.0416360
740,740,-106.879868163382980,42.066420414159552,0.2396299,0.1524087,5.9160209,0.0036871,5.2859621,2103.5585938,6.2305951
741,741,-106.256661935025022,42.066420414159552,0.2517610,0.1684130,5.4521551,0.0037596,5.7051520,2167.8320312,6.5445681
742,742,-105.633455706667121,42.066420414159552,0.2388437,0.2008696,4.9419932,0.0038267,4.9562922,2241.1601562,6.8910131
743,743,-105.010249478309220,42.066420414159552,0.2321711,0.2881739,9.8566437,0.0044508,5.5465150,1570.9296875,7.6528478
744,744,-104.387043249951148,42.066420414159552,0.2523307,0.2728609,9.9759579,0.0046992,4.5413299,1344.3398438,7.9774060
745,745,-103.763837021593247,42.066420414159552,0.2572566,0.2644261,9.7139139,0.0049980,4.0825791,1276.2109375,7.8324990
746,746,-103.140630793235459,42.066420414159552,0.2534049,0.2644261,9.4167509,0.0052594,4.5438504,1249.4375000,7.4322009
747,747,-102.517424564877444,42.066420414159552,0.2483263,0.3020565,9.3808966,0.0052913,4.7784400,1195.4101562,7.0033646
748,748,-101.894218336519543,42.066420414159552,0.2409615,0.3050217,9.2263918,0.0055076,4.9513335,1194.8945312,6.9402289
749,749,-101.271012108161642,42.066420414159552,0.2262087,0.3277739,9.7276268,0.0059690,4.6030331,1019.4570312,7.0270042
750,750,-100.647805879803741,42.066420414159552,0.2327522,0.3400522,10.1672688,0.0061514,4.5423250,916.9921875,7.0441051
751,751,-100.024599651445840,42.066420414159552,0.2373670,0.3509609,9.8126402,0.0064095,4.6350121,833.8125000,7.1567998
752,752,-99.401393423087939,42.066420414159552,0.2337751,0.3752956,9.2989101,0.0062868,5.2363949,733.3281250,7.3560557
753,753,-98.778187194730037,42.066420414159552,0.2207859,0.4048131,9.7474327,0.0064066,4.7366462,655.1328125,7.5281916
754,754,-98.154980966372079,42.066420414159552,0.2466709,0.4048131,10.0035763,0.0067095,4.3547201,593.7460938,7.8271856
755,755,-97.531774738014178,42.066420414159552,0.2323504,0.4038261,9.6844645,0.0065787,4.6216149,507.1406250,7.9688711
756,756,-96.908568509656277,42.066420414159552,0.2484464,0.3852043,9.6618624,0.0065795,4.7131486,448.9804688,8.1755886
757,757,-96.285362281298376,42.066420414159552,0.2336106,0.3886478,9.9488773,0.0066746,4.6227779,376.6523438,8.2143965
758,758,-95.662156052940418,42.066420414159552,0.2598338,0.3801609,9.5695724,0.0069853,4.0460715,408.5546875,8.0759916
759,759,-95.038949824582517,42.066420414159552,0.2718384,0.3734131,9.6813736,0.0068424,4.4973335,393.7968750,7.9614797
760,760,-94.415743596224615,42.066420414159552,0.2601060,0.3669609,9.7795944,0.0069196,4.3184834,342.1445312,8.0956144
761,761,-93.792537367866601,42.066420414159552,0.2555361,0.3669609,9.8090057,0.0070176,4.1782880,323.3085938,8.1082153
762,762,-93.169331139508699,42.066420414159552,0.2841631,0.3697869,9.5265074,0.0068310,4.1012454,314.1601562,8.1321125
763,763,-92.546124911150798,42.066420414159552,0.2611198,0.3764261,9.4241409,0.0067391,4.0388408,299.1562500,8.2006626
764,764,-91.922918682792897,42.066420414159552,0.2683712,0.3932956,9.8696356,0.0069313,3.1378262,266.0585938,8.2671576
765,765,-91.299712454434939,42.066420414159552,0.2400914,0.4088087,9.7943611,0.0070015,3.3859723,275.2851562,8.3091393
766,766,-90.676506226077038,42.066420414159552,0.2243983,0.4497565,9.8893614,0.0069645,3.4186730,258.2187500,8.5662317
767,767,-90.053299997719137,42.066420414159552,0.2319939,0.4459522,9.7251434,0.0068588,2.8728666,251.3945312,8.8987217
768,768,-89.430093769361235,42.066420414159552,0.2393874,0.4288522,9.7965736,0.0067915,3.6576293,250.8984375,9.5288792
769,769,-88.806887541003334,42.066420414159552,0.2449732,0.4288522,9.9375772,0.0069315,3.9718256,249.9921875,9.7334909
770,770,-88.183681312645433,42.066420414159552,0.2237843,0.4524174,10.7367001,0.0068742,3.2702892,219.2656250,10.6214304
771,771,-86.314062627571673,42.066420414159552,0.2212236,0.4124304,10.4580679,0.0067411,3.4883056,247.5351562,10.0481997
772,772,-85.690856399213772,42.066420414159552,0.2450997,0.4874565,10.3326645,0.0067533,3.3271344,264.7929688,9.2939701
773,773,-85.067650170855757,42.066420414159552,0.2596399,0.4838043,10.2552204,0.0068313,3.0692348,284.7929688,8.9505081
774,774,-84.444443942497799,42.066420414159552,0.2415797,0.4838043,9.8751993,0.0065660,3.2099762,303.0664062,9.4674902
775,775,-83.821237714139897,42.066420414159552,0.2483024,0.4865696,10.2621851,0.0067031,3.5272233,243.6445312,9.7770386
776,776,-83.198031485781996,42.066420414159552,0.2450718,0.4511826,10.9835243,0.0068560,3.7356501,185.6679688,10.1329050
777,777,-80.082000343992490,42.066420414159552,0.2297071,0.4746391,9.5911150,0.0068036,2.9798102,409.3945312,11.9737959
778,778,-79.458794115634532,42.066420414159552,0.2452500,0.4746391,9.4196930,0.0067049,3.1193504,423.1171875,11.5860062
779,779,-78.835587887276631,42.066420414159552,0.2425905,0.5349087,8.8273096,0.0065927,2.6531518,498.6679688,10.3083220
780,780,-78.212381658918730,42.066420414159552,0.2494556,0.5664913,8.6335335,0.0064617,2.9786391,590.4531250,9.1735535
781,781,-77.589175430560829,42.066420414159552,0.2464068,0.5680044,8.5053215,0.0063960,3.3515105,589.6679688,8.7930155
782,782,-76.965969202202928,42.066420414159552,0.2491710,0.5634130,9.4511013,0.0064977,2.5698674,458.8281250,8.8980484
783,783,-76.342762973844970,42.066420414159552,0.2519405,0.5785869,9.3511562,0.0068562,2.2008770,401.1093750,8.8697309
784,784,-75.719556745487068,42.066420414159552,0.2405224,0.6028348,9.0551634,0.0067723,2.2554729,414.8125000,8.7428293
785,785,-75.096350517129167,42.066420414159552,0.2239398,0.6028348,8.4892311,0.0065979,2.3760149,521.6210938,8.6327677
786,786,-74.473144288771152,42.066420414159552,0.1987184,0.6095000,8.7003183,0.0064204,2.1688859,552.2656250,9.1844807
787,787,-73.849938060413251,42.066420414159552,0.1924709,0.6290696,10.7747564,0.0069008,1.7529980,130.5351562,10.0052862
788,788,-73.226731832055350,42.066420414159552,0.1880433,0.6378652,9.7201977,0.0068917,1.9759281,340.1171875,9.5067987
789,789,-72.603525603697449,42.066420414159552,0.1912032,0.6346087,10.4840612,0.0066913,2.6432960,178.2421875,10.0707226
790,790,-71.980319375339548,42.066420414159552,0.1869782,0.6438956,10.4146557,0.0068190,2.8281317,198.7890625,10.6918936
791,791,-71.357113146981590,42.066420414159552,0.1924194,0.6240478,11.1285839,0.0070385,2.5077493,85.2500000,10.7078676
792,792,-70.733906918623688,42.066420414159552,0.1932136,0.5522304,11.3182678,0.0071579,2.5701158,36.3867188,10.8777561
793,793,-70.110700690265787,42.066420414159552,0.1827221,0.5522304,10.8971415,0.0073723,6.3133364,0.0000000,10.2126942
794,794,-123.706436329046596,41.443214185801537,0.2963309,0.7032435,12.2628918,0.0062356,2.2587812,758.7031250,44.9479675
795,795,-123.083230100688809,41.443214185801537,0.2715765,0.5809478,10.1990776,0.0050814,2.9604266,1366.6679688,33.7756500
796,796,-122.460023872330908,41.443214185801537,0.2425580,0.5826696,9.6518221,0.0045698,3.0415828,1432.7343750,14.6641159
797,797,-121.836817643972893,41.443214185801537,0.2288167,0.4701435,8.8154039,0.0044804,2.8234830,1629.0468750,13.3194466
798,798,-121.213611415614992,41.443214185801537,0.2111531,0.3505652,9.9771538,0.0044040,2.3464727,1364.8437500,14.0974808
799,799,-120.590405187257090,41.443214185801537,0.2584793,0.2206043,8.9544153,0.0040558,3.1267233,1652.4960938,13.1008043
800,800,-119.967198958899189,41.443214185801537,0.2082505,0.2206043,8.9948292,0.0037870,3.5050616,1665.2851562,12.8135386
801,801,-119.343992730541288,41.443214185801537,0.2223137,0.1442652,8.0149536,0.0035397,3.9807494,1846.0273438,12.1166029
802,802,-118.720786502183387,41.443214185801537,0.2850057,0.1494913,11.0051479,0.0035481,3.6892097,1470.8710938,12.4660444
803,803,-118.097580273825429,41.443214185801537,0.2733284,0.1829174,10.9661627,0.0036585,2.6918576,1331.6015625,12.4842606
