OBJECTID,YEAR_PM25_train_pnt,X,Y,ymean_2016_AOD47,ymean_2016_nNDVI,ymean_2016_TMP,ymean_2016_SPFH,ymean_2016_WIND,ymean_2016_HGT,ymean_2016_PM25
1,1,-122.460023872330908,48.921688926096692,0.1575780,0.6302652,11.0857544,0.0067679,2.6448612,23.6219654,7.5590334
2,2,-121.836817643972893,48.921688926096692,0.1166494,0.3994783,6.5341706,0.0053681,2.9535811,1087.4630127,5.9111562
3,3,-121.213611415614992,48.921688926096692,0.1505213,0.3892522,5.7208967,0.0050825,3.2307277,1316.9681396,5.4894691
4,4,-120.590405187257090,48.921688926096692,0.1893541,0.3892522,3.1624851,0.0045320,3.6436479,1728.2127686,6.3240976
5,5,-119.967198958899189,48.921688926096692,0.1588987,0.3844609,2.4383814,0.0042515,3.5347784,1873.3560791,7.1477637
6,6,-119.343992730541288,48.921688926096692,0.1640456,0.4809522,7.0259609,0.0047275,2.1722987,1121.0476074,12.5609913
7,7,-118.720786502183387,48.921688926096692,0.1916425,0.5407870,7.9151716,0.0047923,2.1269853,1037.8654785,7.3168707
8,8,-118.097580273825429,48.921688926096692,0.1620287,0.5407870,8.9244175,0.0051865,1.9025161,847.3097534,7.6050358
9,9,-117.474374045467528,48.921688926096692,0.1684281,0.5727869,8.0306206,0.0051180,1.8990122,1018.3096924,6.2634659
10,10,-116.851167817109626,48.921688926096692,0.1524976,0.5396348,5.7121334,0.0048694,2.2401280,1392.6915283,6.0454421
11,11,-116.227961588751725,48.921688926096692,0.1645083,0.5532044,5.9113140,0.0048033,3.0514722,1406.2989502,6.7157478
12,12,-115.604755360393824,48.921688926096692,0.1569004,0.5046391,5.7172937,0.0047256,3.0179632,1427.9337158,7.2055979
13,13,-114.981549132035866,48.921688926096692,0.1623684,0.5046391,6.4614539,0.0048232,2.4636726,1282.8326416,6.0947742
14,14,-114.358342903677965,48.921688926096692,0.1813798,0.3681522,4.1233473,0.0046040,3.3870697,1591.1060791,4.1726875
15,15,-113.735136675320064,48.921688926096692,0.2081919,0.3093522,4.7539392,0.0043916,5.2474389,1623.1318359,3.9653554
16,16,-113.111930446962049,48.921688926096692,0.1667486,0.2536957,5.7323556,0.0043876,4.9249945,1338.3857422,4.0755486
17,17,-112.488724218604148,48.921688926096692,0.1691263,0.2536957,5.9477811,0.0044782,5.0708923,1218.4073486,4.3938522
